partition_name,attribute,value
documents_partition,text,"in Computer Science, students must successfully complete: 99 Academic Units 99 Elective Units title: About Bachelor of Science in Information"
documents_partition,text,"System (BSIS or IS), link: https://usjr.edu.ph/scs/degrees/undergraduate/bsis/"
documents_partition,text,"UNIVERSITY OF SAN JOSE-RECOLETOS COLLEGE OF INFORMATION, COMPUTER AND COMMUNICATIONS TECHNOLOGY BASAK CAMPUS, CEBU CITY BACHELOR OF SCIENCE IN INFORMATION"
documents_partition,text,SYSTEMS (EFFECTIVE 2015-2016) ID NO. NAME ADVISER BATCH NO. CONTACT NO./ E-MAIL AD FIRST YEAR FIRST SEMESTER FG COURSE NO.
documents_partition,text,DESCRIPTION UNITS PREREQUISITES COMP 1 Introduction to Computing 3 none PROG1 Computer Programming 1 3 none MATH 1 College Algebra
documents_partition,text,3 none MATH 2 Plane Trigonometry 3 none ENGLISH 1 Study and Thinking Skills 3 none REED 1 Revelation and
documents_partition,text,Faith 3 none PE 1 Physical Fitness 2 none ROTC/CWTS 11 Reserved Officer Training Corps/Civic Welfare Training Service 3 none
documents_partition,text,GUIDANCE 1 Adjustment to College Life Phase 1 0 none 23 FIRST YEAR SECOND SEMESTER FG COURSE NO. DESCRIPTION UNITS
documents_partition,text,PREREQUISITES IS Fundamentals of Information Systems 3 COMP PROG2 Computer Programming 2 3 PROG1 WEB Web Development 3 COMP1 MATH
documents_partition,text,"4 Analytic Geometry 3 MATH1, MATH2 ENGLISH 2 Writing in the Discipline 3 ENGLISH 1 REED 2 Christology 3 REED"
documents_partition,text,1 PE 2 Rhythmic Activities 2 PE 1 ROTC/CWTS 12 Reserved Officer Training Corps/Civic Welfare Training Service 3 ROTC/CWTS 11
documents_partition,text,GUIDANCE 2 Adjustment to College Life Phase 2 0 GUIDANCE 1 23 SECOND YEAR FIRST SEMESTER FG COURSE NO. DESCRIPTION
documents_partition,text,UNITS PREREQUISITES DATASTRUCT 1 Data Structures and Algorithms 3 PROG 2 PT Platform Technologies 3 PROG 2 DM 1 Organization
documents_partition,text,and Management Concepts 3 IS ACCTG A Fundamentals of Accounting 3 none ENGLISH 3 Speech Improvement & Oral Communication 3
documents_partition,text,ENGLISH 2 CHEM 1 General Chemistry (Lec/Lab) 3 none REED 3 Church and Sacraments 3 REED 2 PE 3 Individual/Dual
documents_partition,text,Sports/Games 2 PE 2 23 SECOND YEAR SECOND SEMESTER FG COURSE NO. DESCRIPTION UNITS PREREQUISITES HCI Human Computer Interaction 3
documents_partition,text,"PROG2 DM 2 Financial Management 3 DM 1, ACCTG A IM 1 Information Management 1 3 DATASTRUCT 1 NET 1"
documents_partition,text,Data Communications and Networking 1 3 PT MATH 7 Statistics and Probabilities 3 none ENGLISH 4 Philippine Literature 3 ENGLISH
documents_partition,text,2 REED 4 Christian Morality 3 REED 3 PE 4 Team Sports/Games 2 PE 3 23 THIRD YEAR FIRST SEMESTER
documents_partition,text,FG COURSE NO. DESCRIPTION UNITS PREREQUISITES DM 3 Business Process Management 3 DM 2 SAD System Analysis and Design 3
documents_partition,text,"DATASTRUCT 1, IM 1 QM Quantitative Methods 3 MATH 7 IS ELEC 1 IS Elective 1 3 NET 1 APPSDEV"
documents_partition,text,"1 Application Development and Emerging Technologies 1 3 DATASTRUCT 1, IM 1 POLSCI 1 Phil. History, Government and Constitution 3"
documents_partition,text,none PHILO 1 Logic 3 none FILIPINO 1 Komunikasyon sa Akademikong Filipino 3 none 24 THIRD YEAR SECOND SEMESTER FG
documents_partition,text,"COURSE NO. DESCRIPTION UNITS PREREQUISITES CAPSTONE 1 Capstone Project 1 3 IS ELEC 1, RESEARCH PROJMGT 1 IS Project Management1"
documents_partition,text,3 SAD IS ELEC 2 IS Elective 2 3 QM APPSDEV 2 Application Development and Emerging Technologies 2 3 APPSDEV
documents_partition,text,"1 RESEARCH Methods of Research in Computing 3 SAD TECHNO Technopreneurship 3 ENGL 3, 3RD Year Standing FILIPINO 2 Pagbasa"
documents_partition,text,at Pagsulat tungo sa Pananaliksik 3 FILIPINO 1 PHYS 1 College Physics 1 (Lec/Lab) 3 none 24 SUMMER FG COURSE
documents_partition,text,"NO. DESCRIPTION UNITS PREREQUISITES STRATMGT IS Strategy, Management and Acquisition 3 IS ELEC 2, RESEARCH IS ELEC 3 IS Elective"
documents_partition,text,3 3 IS ELEC 2 SP Social Issues and Professional Practice 3 None 9 FOURTH YEAR FIRST SEMESTER FG COURSE
documents_partition,text,NO. DESCRIPTION UNITS PREREQUISITES PROJMGT 2 IS Project Management 2 3 PROJMGT 1 CAPSTONE 2 Capstone Project 2 3 CAPSTONE
documents_partition,text,1 IS ELEC 4 IS Elective 4 3 4th YEAR STANDING PSYCHO 1 General Psychology w/ Drug Addiction and Prevention
documents_partition,text,"3 none RIZAL Life, Works and Writings of Dr. Jose Rizal 3 none ECON 1 Economics with Taxation and Agrarian"
documents_partition,text,Reform 3 none SOCIO 1 Society and Culture 3 none HUMANITIES 1 Art Appreciation 3 none 24 FOURTH YEAR SECOND
documents_partition,text,SEMESTER FG COURSE NO. DESCRIPTION UNITS PREREQUISITES PRAC Practicum 6 4th YEAR STANDING SEMTOUR Seminars and Tours 3 4th YEAR
documents_partition,text,STANDING 9 IMPORTANT GUIDELINES: The student is NEVER ALLOWED to enroll in a subject without having finished/passed the subject’s pre-requisites.
documents_partition,text,The department may not give credit to subjects not taken in the proper order. The student is eligible to enroll
documents_partition,text,ITREVIEW and SEMTOUR after completing 70% of the total number of units (MAJOR COURSES) in the curriculum. The student is
documents_partition,text,required to render full-time internship in the second semester of his fourth year. List of Electives Prerequisites IS ELECTIVE 1
documents_partition,text,Enterprise Systems NET 1 IS ELECTIVE 2 Descriptive Business Analytics QM IS ELECTIVE 3 Predictive Business Analytics IS ELEC 2
documents_partition,text,IS ELECTIVE 4 IT Security and Management 4th Year Standingtitle: Prospectus of Bachelor of Scien
documents_partition,text,"ce in Information System (BSIS or IS), link: https://usjr.edu.ph/wp-content/uploads/2016/11/Prospectus-BSIS-2015_2016-v1.0.pdf"
documents_partition,text,Bachelor of Science in Information Technology About this Course The BSIT program is responsive to the nations thrust to promote
documents_partition,text,"the development of information technology to spur productivity, growth and global competitiveness; and to produce a base of IT professionals"
documents_partition,text,and experts to meet a large workforce demand potential. The curriculum is composed of subjects that deal with the applications
documents_partition,text,"and practical knowledge. Competent training will be provided in the very useful areas like programming, database information systems development, installation"
documents_partition,text,"and administration, computer networks and system resource management. The BSIT graduate will be primarily equipped with practical knowledge on how"
documents_partition,text,"information systems are designed, installed, managed and administered. The graduates competence prepares him/her for the challenges of the IT profession"
documents_partition,text,brought about by increasing and changing demands of businesses and industries. Careers Application Programmer Database Administrator Network Administrator System Administrator
documents_partition,text,System Integration Specialist Internet Application Specialist IT Entrepreneur/ Marketing Executive Admission Requirements Applicants are expected to have: completed Senior Highschool
documents_partition,text,"Duration 4 Years Campus University of San Jose – Recoletos, Basak Campus Units and Electives To attain the award of"
documents_partition,text,"Bachelor of Science in Computer Science, students must successfully complete: 99 Academic Units 99 Elective Unitstitle: About Bachelor of Science"
documents_partition,text,"in Information Technology (BSIT or IT), link: https://usjr.edu.ph/scs/degrees/undergraduate/bsit/"
documents_partition,text,"UNIVERSITY OF SAN JOSE-RECOLETOS COLLEGE OF INFORMATION, COMPUTER AND COMMUNICATIONS TECHNOLOGY BASAK CAMPUS, CEBU CITY BACHELOR OF SCIENCE IN INFORMATION"
documents_partition,text,TECHNOLOGY (EFFECTIVE 2015-2016) (Ladder type Curriculum-First two years) ASSOCIATE IN COMPUTER TECHNOLOGY (ACT) ID NO. NAME ADVISER BATCH NO. CONTACT
documents_partition,text,NO./ E-MAIL AD FIRST YEAR FIRST SEMESTER FG COURSE NO. DESCRIPTION UNITS PREREQUISITES COMP 1 Introduction to Computing 3 None
documents_partition,text,PROG1 Computer Programming 1 3 None MATH 1 College Algebra 3 None MATH 2 Plane Trigonometry 3 None ENGLISH 1
documents_partition,text,Study and Thinking Skills 3 None REED 1 Revelation and Faith 3 None PE 1 Physical Fitness 2 None ROTC/CWTS
documents_partition,text,11 Reserved Officer Training Corps/Civic Welfare Training Service 3 None GUIDANCE 1 Adjustment to College Life Phase 1 0 None
documents_partition,text,23 FIRST YEAR SECOND SEMESTER FG COURSE NO. DESCRIPTION UNITS PREREQUISITES DISCRETE 1 Discrete Structures 1 3 MATH 1 PROG2
documents_partition,text,"Computer Programming 2 3 PROG1 WEB Web Development 3 COMP 1 MATH 4 Analytic Geometry 3 MATH1, MATH2 ENGLISH 2"
documents_partition,text,Writing in the Discipline 3 ENGLISH 1 REED 2 Christology 3 REED 1 PE 2 Rhythmic Activities 2 PE 1
documents_partition,text,ROTC/CWTS 12 Reserved Officer Training Corps/Civic Welfare Training Service 3 ROTC/CWTS 11 GUIDANCE 2 Adjustment to College Life Phase 2
documents_partition,text,0 GUIDANCE 1 23 SECOND YEAR FIRST SEMESTER FG COURSE NO. DESCRIPTION UNITS PREREQUISITES DATASTRUCT 1 Data Structures and Algorithms
documents_partition,text,3 PROG2 DIGITAL Digital Logic Design 3 COMP 1 PT Platform Technologies 3 PROG 2 CHEM 1 General Chemistry (Lec/Lab)
documents_partition,text,3 None ENGLISH 3 Speech Improvement & Oral Communication 3 ENGLISH 2 HUMANITIES I Art Appreciation 3 None REED 3
documents_partition,text,Church and Sacraments 3 REED 2 PE 3 Individual and Dual Sports/Games 2 PE 2 23 SECOND YEAR SECOND SEMESTER
documents_partition,text,FG COURSE NO. DESCRIPTION UNITS PREREQUISITES PSYCHO 1 Gen. Psychology w/ Drug Addiction and Prevention 3 None OOP Object Oriented
documents_partition,text,Programming 3 DATASTRUCT 1 IM 1 Information Management 1 3 DATASTRUCT 1 NET 1 Data Communications and Networking 1 3
documents_partition,text,"PT, DIGITAL MATH 7 Statistics and Probabilities 3 None ENGLISH 4 Philippine Literature 3 ENGLISH 2 REED 4 Christian Morality"
documents_partition,text,3 REED 3 PE 4 Team Sports/Games 2 PE 3 23 SUMMER FG COURSE NO. DESCRIPTION UNITS PREREQUISITES QM Quantitative
documents_partition,text,Methods 3 MATH 7 SP Social Issues and Professional Practice 3 None HCI Human Computer Interaction 3 PROG 2 9
documents_partition,text,THIRD YEAR FIRST SEMESTER FG COURSE NO. DESCRIPTION UNITS PREREQUISITES IM 2 Information Management 2 3 IM 1 NET 2
documents_partition,text,Networking 2 3 NET 1 IT ELEC 1 IT Elective 1 3 OOP APPSDEV 1 Applications Development and Emerging Technologies
documents_partition,text,"1 3 DATASTRUCT 1, IM 1 SAD Systems Analysis and Design 3 DATASTRUCT 1, IM 1 OS Operating Systems 3"
documents_partition,text,PT ACCTG A Fundamentals of Accounting 3 None FILIPINO 1 Komunikasyon sa Akademikong Filipino 3 None 24 THIRD YEAR SECOND
documents_partition,text,"SEMESTER FG COURSE NO. DESCRIPTION UNITS PREREQUISITES IAS Information Assurance and Security 3 PT, NET 2 IT ELEC 2 IT"
documents_partition,text,Elective 2 3 IT ELEC 1 SIA System Integration and Architecture 3 SAD RESEARCH Methods of Research in Computing 3
documents_partition,text,"SAD IM 3 Information Management 3 3 IM 2 TECHNO Technopreneurship 3 ENGL 3, 3rd YEAR STANDING FILIPINO 2 Pagbasa’t"
documents_partition,text,Pagsulat tungo sa Pananaliksik 3 FILIPINO 1 PHYS 1 College Physics 1 (Lec/Lab) 3 None 24 SUMMER FG COURSE NO.
documents_partition,text,"DESCRIPTION UNITS PREREQUISITES CAPSTONE 1 Capstone Project 1 3 IT ELEC 2, RESEARCH IPT Integrative Programming and Technologies 3 OOP,"
documents_partition,text,NET 2 IT ELEC 3 IT Elective 3 3 IT ELEC 2 9 FOURTH YEAR FIRST SEMESTER FG COURSE NO.
documents_partition,text,"DESCRIPTION UNITS PREREQUISITES SA Systems Administration and Maintenance 3 PT, NET 2 CAPSTONE 2 Capstone Project 2 3 CAPSTONE 1"
documents_partition,text,"POLSCI 1 Phil. History, Government and Constitution 3 None ITREVIEW Certification Exam Review 3 4th YEAR STANDING RIZAL Life, Works"
documents_partition,text,and Writings of Dr. Jose Rizal 3 None ECON 1 Economics with Taxation and Agrarian Reform 3 None SOCIO 1
documents_partition,text,Society and Culture 3 None PHILO 1 Logic 3 None 24 FOURTH YEAR SECOND SEMESTER FG COURSE NO. DESCRIPTION UNITS
documents_partition,text,PREREQUISITES PRAC Practicum 6 4th YEAR STANDING SEMTOUR Seminars and Tours 3 4TH YEAR STANDING 9 IMPORTANT GUIDELINES: The student
documents_partition,text,is NEVER ALLOWED to enroll in a subject without having finished/passed the subject’s pre-requisites. The department may not give credit
documents_partition,text,to subjects not taken in the proper order. The student is eligible to enroll ITREVIEW and SEMTOUR after completing 70%
documents_partition,text,of the total number of units (MAJOR COURSES) in the curriculum. The student is required to render full-time internship in
documents_partition,text,the second semester of his fourth year. List of Electives Web App Development Track (
documents_partition,text,A) Mobile App Development Track (B) Multimedia App Dev Track (C) IT ELECTIVE 1 Web Application Development 1 Mobile Application
documents_partition,text,Development 1 Multimedia Application Development 1 IT ELECTIVE 2 Web Application Development 2 Mobile Application Development 2 Multimedia Application Development
documents_partition,text,2 IT ELECTIVE 3 Web Application Development 3 Mobile Application Development 3 Multimedia Application Development 3title: Prospectus of Bachelor of
documents_partition,text,"Science in Information Technology (BSIT or IT), link: https://usjr.edu.ph/wp-content/uploads/2016/11/Prospectus-BSIT-2015_2016-v1.0.pdf"
documents_partition,text,Masters Degree in Information Technology About this Course Master of Science in Information Technology (MSIT) and Master of Information Technology
documents_partition,text,(MIT). The Master of Science in Information Technology Program offered at the University of San Jose – Recoletos introduces students
documents_partition,text,"the advanced theoretical and practical aspects of Information and communications technology. There is an in-depth approach to programming, a good"
documents_partition,text,balance in the development of competencies in both Open source based and proprietary technologies. The MSIT program culminates with the
documents_partition,text,"completion of a Research and Development (RnD) Thesis Project. A Research and Development (RnD) Thesis Project, as operationally defined, is"
documents_partition,text,an undertaking that exhibits concepts and theories translated to Technology. A Thesis Project involves the analysis of an Information Technology
documents_partition,text,"case/problem and development of a solution/solutions to that problem. It should be innovative, or an improvement of an existing technology."
documents_partition,text,"With this RnD Thesis Project, the analysis and solution will prove that the student have mastered the knowledge and skills"
documents_partition,text,gained from the different subjects (Knowledge Areas) taken and the activities that they have performed throughout the masters degree program
documents_partition,text,"in Information Technology. On the other hand, the MIT program, a CHED FDP (Faculty Development Program) culminates with the completion"
documents_partition,text,of a Software project. A software project covers the completion of software and a users manual which validates the students
documents_partition,text,learning out of a combination of the different core and elective subject. Careers Systems and Applications Programmer Systems Analyst/Designer Database
documents_partition,text,Designer/Administrator Software Engineer Algorithm Analyst Software Specialist Admission Requirements Applicants are expected to have: completed Senior Highschool Duration 4 Years
documents_partition,text,"Campus University of San Jose – Recoletos, Basak Campus Knowledge Areas Data Structures Databases Operating Systems Networking Object-Oriented Programming Client-Server"
documents_partition,text,Specialized Areas Software Engineering Enterprise Development Mobile Applications Development DOWNLOAD PROSPECTUStitle: About Master of Science in Information Technology (MSIT) and
documents_partition,text,"Master of Information Technology (MIT), link: https://usjr.edu.ph/scs/degrees/graduate/mit/"
social_posts_partition,text,"READ | Rev. Fr. Hernando Coja, OAR celebrated the 50th anniversary of his priestly ordination in three cities in Cebu"
social_posts_partition,text,"and Negros Occidental. The said priest was ordained on July 15, 1973 in Marcilla, Navarra, Spain. USJR.EDU.PH OAR priest celebrates"
social_posts_partition,text,50th presbyteral anniversary in Cebu and Negros Occidental - University of San Jose - Recoletos
social_posts_partition,text,"Join the Recollect community as we celebrate the 50th anniversary since Rev. Fr. Hernando Coja, OAR was ordained as a"
social_posts_partition,text,"priest. He is the first elected Filipino president of then Colegio de San Jose- Recoletos, present-day USJ-R. His administration also"
social_posts_partition,text,"started the movement to make CSJ-R into a University. At 82, Fr. Coja has served USJ-R for almost four decades."
social_posts_partition,text,He has also served in Recollect schools and parish in Negros Occidental. #TatakRekoleto
social_posts_partition,text,#USJRadvisory | All classes are suspended tonight due to unfavorable weather conditions as per the Office of the Vice President
social_posts_partition,text,for Academics and Research. This will take effect immediately (5:20PM onwards). Further updates will be posted on this digital platform
social_posts_partition,text,of the University. #TakingYouForwardSince1947
social_posts_partition,text,READ | This is the second time that USJ-R will serve as a venue for the regionalized and digitized bar
social_posts_partition,text,examinations for aspiring lawyers. USJR.EDU.PH USJ-R to serve as local testing site for Bar 2023 - University of San Jose
social_posts_partition,text,- Recoletos
social_posts_partition,text,"?????????????????????? ???? ??????-?? ?????????????????? ?????? ?????? ?????????? ????????????????, ???? ????????-???????? (semestral enrollment, i.e. SHS, College, School of Law) and ????????????"
social_posts_partition,text,"???????? ????????-???????? (school year enrollment, i.e. Elementary, JHS) Check out the discounts available at USJ-R. Kindly see also the documents"
social_posts_partition,text,"needed for submission. ???????????????? for ???????????? ???????????? ???? ??????-?? ?????????????????? will be on ?????????????????? ??, ????????. No application will be"
social_posts_partition,text,accepted beyond the deadline. You may see below the ???????? ?????? ?????? ???????????? ??????????????????????: https://forms.gle/ghT9apz6HxCAdeof8 For ???????? ???????????????? ??????????????????????: Kindly
social_posts_partition,text,apply at USJ-R Accounting Office  Main or Basak Campus. Not applicable for Card and Online Payments. The deadline is
social_posts_partition,text,"?????????????????? ??, ????????. Thank you for your attention. Keep safe everyone!USJ-R Discounts FIRST SEMESTER, AY 2023-2024 Application for USJ-R Discount,"
social_posts_partition,text,except Cash Discount is done online at the link provided below: https://forms.gle/ghT9apz6HxCAdeof8 All supporting documents/requirements must be sent through email.
social_posts_partition,text,See the sample below: To :discount@usireduph subject : Juan dela Cruz (Academic Discount - College) Deadline for the Filing of
social_posts_partition,text,"Discount is on: SEPTEMBER 2, 2023 IMPORTANT NOTE: 1.No application will be accepted beyond the deadline. 2.Adjustment of the corresponding"
social_posts_partition,text,discount will be reflected during the Final Term. All USJ-R discounts are disseminated throughthe following: - official Facebook page og
social_posts_partition,text,USJ-R Scholarship Center; - email of all departments in USJ-R; - School Information Service or SIS; and - Learning Management
social_posts_partition,text,Systen or LMS FAMILY RELATIONS (BROTHERS & SISTERS) 2 STUDENTS = 10% of the lower tuition 3 STUDENTS - 30%
social_posts_partition,text,of the lower tuition 4 STUDENTS = 50% of the lower tuition 5 STUDENTS = 75% of the lower tuition
social_posts_partition,text,6 STUDENTS = 100% of the lower tuition Discount is given for students with blood relations as brothers or sisters
social_posts_partition,text,who enrolled simultaneously iN USJ-R. REQUIREMENT FOR SUBMISSION(e-copy) PSA Birth Certificate (new applicant) EMPLOYEE PRIVILEGE 1st child = 100% of
social_posts_partition,text,tuition 2nd child = 75% of tuition 3rd child = 50% of tuition 4th child = 25% of tuition Discount
social_posts_partition,text,is given for students whose parent is a permanent employee of USJ-R. REQUIREMENT FOR SUBMISSION ( e-copy) - PSA Birth
social_posts_partition,text,Certificate (new applicant) Name of Parent/Employee Employee No: COACH PRIVILEGE YEAR OF SERVICE 1ST CHILD 2ND CHILD - 10 years
social_posts_partition,text,-50% TUITION -25% TUITION - 15 years -75% TUITION -50% TUITION - 20 years -100% TUITION -100% TUITION REQUIREMENT FOR
social_posts_partition,text,SUBMISSION( e-copy) - PSA Birth Certificate (new applicant) - CoaCH Contract of Engagement (new applicant) Discount is given for students
social_posts_partition,text,whose parent has served for 10 years or more as a Coach of a particular sporting event in USJ-R. GRADUATE
social_posts_partition,text,SCHOOL (PERMANENT OFFICE PERSONNEL) A discount of 100% on tuition and other fees in the Master's degree program offered by
social_posts_partition,text,the University. The applicant shall observe the process flow for the grant through the Human Resource Management Office. REQUIREMENT FOR
social_posts_partition,text,SUBMISSION (e-copy) Approved letter request to the President through the VP-Administration (new applicant) SCHOOL OF LAW GOVERNMENT EMPLOYEE (at least
social_posts_partition,text,one year in service) DISCOUNT: 25% TUITION REQUIREMENTS: - Employment Certificate from the Government Office - Government ID HONOR STUDENT
social_posts_partition,text,"(upon entry, good for 1 year or 1st or 2nd sem) DISCOUNT: - SUMMA CUM LAUDE 100% TUITION - MAGNA"
social_posts_partition,text,CUM LAUDE 100% TUITION - CUM LAUDE 75% TUITION REQUIREMENTS: 1ST semester: Certification of Honors 2nd semseter: Official Grades with
social_posts_partition,text,no grade below 2.5 per subject & with at least 15 units load on the 1st semester ACADEMIC DISCOUNT (succeeding
social_posts_partition,text,enrollment after 1 semester) DISCOUNT: - GPA of 1.0-1.40 100% Tuition - GPA of 1.41-1.70 50% Tuition REQUIREMENTS: - Official
social_posts_partition,text,Grades with no grade below 2.5 per subject & with at least 15 units load on the 1st semester GRADE
social_posts_partition,text,SCHOOL (STARTING GRADE 2) Overall rank 1 100% Tuition Overall rank 2 75% Tuition Overall rank 3 50% Tuition REQUIREMENT
social_posts_partition,text,FOR SUBMISSION (E-copy) Certificate of Over-all Rank from the previous School Year JUNIOR HIGH SCHOOL upon entry with 100 or
social_posts_partition,text,more completers - Overall Rank 1 (Grade 10) 100% Tuition - Overall Rank 2 (Grade 10) 75% Tuition - Overall
social_posts_partition,text,Rank 3 (Grade 10) 50% Tuition REQUIREMENS (e-copy) - Certificate of Overall Rank with No. of completers from Grad
social_posts_partition,text,e 6 upon entry with less than 100 completers - Overall Rank 1 (Grade 10) 75% Tuition - Overall Rank
social_posts_partition,text,2 (Grade 10) 50% Tuition - Overall Rank 3 (Grade 10) 25% Tuition REQUIREMENS (e-copy) - Certificate of Overall Rank
social_posts_partition,text,with No. of completers from Grade 6 succeeding enrollment - Overall Rank 1 (previous year) 100% Tuition - Overall Rank
social_posts_partition,text,2 (previous year) 75% Tuition - Overall Rank 3 (previous year) 50% Tuition REQUIREMENS (e-copy) - Certificate of Overall Rank
social_posts_partition,text,from the previous School Year SENIOR HIGH SCHOOL upon entry with 100 or more completers from JHS - JHS 10
social_posts_partition,text,GPA 98-100 = 100% Tuition - JHS 10 GPA 97-97.99 = 75% Tuition - JHS 10 GPA 96-96.99 = 50%
social_posts_partition,text,Tuition - JHS 10 GPA 95-95.99 = 50% for USJ-R Completers REQUIREMENS (e-copy) - Certificate of Number of Completers with
social_posts_partition,text,Grade Point Average (GPA) from the Junior High School upon entry with less than 100 completers from JHS - JHS
social_posts_partition,text,10 GPA 98-100 = 75% Tuition - JHS 10 GPA 97-97.99 = 50% Tuition - JHS 10 GPA 96-96.99 =
social_posts_partition,text,25% Tuition - JHS 10 GPA 95-95.99 = 25% for USJ-R Completers REQUIREMENS (e-copy) - Certificate of Number of Completers
social_posts_partition,text,with Grade Point Average (GPA) from the Junior High School succeeding enrollment - SHS GPA 98-100 = 100% Tuition -
social_posts_partition,text,SHS GPA 97-97.99 = 75% Tuition - SHS GPA 96-96.99 = 50% Tuition REQUIREMENS (e-copy) - NONE (GPA will be
social_posts_partition,text,viewed by the scholarship center) COLLEGE(UPON ENTRY) Upon entry: with PRC Entry Board Exam Programs - SHS GPA 98-100 =
social_posts_partition,text,100% Tuition & misc - SHS GPA 97-97.99 = 75% Tuition & misc - SHS GPA 96-96.99 = 50% Tuition
social_posts_partition,text,7 misc Upon entry: without PRC Entry Board Exam Programs - SHS GPA 98-100 = 75% Tuition - SHS GPA
social_posts_partition,text,97-97.99 = 50% Tuition - SHS GPA 96-96.99 = 25% Tuition REQUIREMENTS FOR SUBMISSION (e-copy) - SHS Report Card -
social_posts_partition,text,Certification with Average Grade COLLEGE(SUCCEEDING ENROLLMENT) Succeeding semesters: with PRC Entry Board Exam Programs - College GPA 1.00 - 1.15
social_posts_partition,text,= 100% Tuition & misc - College GPA 1.16 - 1.30 = 50% Tuition & misc Succeeding semesters : without
social_posts_partition,text,PRC Entry Board Exam Programs - College GPA 1.00 - 1.15 = 75% Tuition & misc - College GPA 1.16
social_posts_partition,text,- 1.30 = 50% Tuition & misc REQUIREMENTS FOR SUBMISSION (e-copy) - NONE (GPA wil be viewed by the Scholarship
social_posts_partition,text,"Center online) NOTE: Effective Second Semester, ay 2021 - 2022 onwards, the School Board has approved that the studnets who"
social_posts_partition,text,transfer from the PRC Program to a non-PRC Program shall be disqualified from enjoying the academic discount CASH DISCOUNT -
social_posts_partition,text,5% Discount on Tuition Fee only (semestral/school year) - Can be available if paid in full on or before September
social_posts_partition,text,"2, 2023 (Saturday) - Not applicable for Card Payments Actual cash payment (over the counter) at USJ-R Accounting Office (Main"
social_posts_partition,text,or the Basak Campus)
social_posts_partition,text,?? ?????????????????? The University of San Jose-Recoletos is ?????????????????? ???????????????????? ???? ?????????????? ?????? ???????????????????? (????????) ???????????????????? for the ???????????????? ????????
social_posts_partition,text,"????????-????????. Check the DOST-accredited programs. Further, classes for AY 2023-2024 at USJ-R will begin on August 7, 2023. ???????????????????? ????"
social_posts_partition,text,"??????????????. For more details, visit https://www.facebook.com/usjr.official/posts/pfbid0RHZHs1MHdut1Mv6YLUK9Rcnfypx8Rgqi7jz9FBRP2RK5UmMjZdULgThUubDgiJXvl Thank you and God bless ????CALLING ALL THE DEPARTMENT OF SCIENCE AND TECHNOLOGY QUALIFIERS"
social_posts_partition,text,FOR ACADEMIC YEAR 2023-2024 (DOST)DEPARTMENT OF SCIENCE AND TECHNOLOGY ACCREDITED PROGRAMS - BACHELOR OF SCIENCE IN PSYCHOLOGY - BACHELOR OF
social_posts_partition,text,SCIENCE IN BIOLOGY - BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY - BACHELOR OF SCIENCE IN COMPUTER SCIENCE - BACHELOR OF
social_posts_partition,text,SCIENCE IN INDUSTRIAL ENGINEERING - BACHELOR OF SECONDARY EDUCATION MAJOR IN MATH - BACHELOR GF SECONDARY EDUCATION MAJOR IN SCIENCE
social_posts_partition,text,"(DOST) DEPARTMENT OF SCIENCE AND TECHNOLOGY SCHOLAR'S PRIVILEGES - SUBSIDY OF 20,000.00 / SEMESTER - ALLOWANCE OF 7,000.00/ MONTH CONTACT"
social_posts_partition,text,INFORMATION: scholarshipcenter@usjr.edu.ph| discount@usjr.edu.ph 253-7900 | Local: 375/294
social_posts_partition,text,"A week before the feast day of Our Lady of Mt. Carmel, nine dance groups participated in the offertory dance"
social_posts_partition,text,as part of the annual Bulak sa Carmel Festival. One of which is the Adelante Dance Troupe of the University
social_posts_partition,text,of San Jose-Recoletos. The performances and the procession of andas decorated with fresh flowers were done along Magallanes Street this
social_posts_partition,text,afternoon despite the rain.
social_posts_partition,text,"ANNOUNCEMENT: We are very pleased to inform you that our very own Pathfit Prof. Jan Hector Obando, MAT-PE, LPT, has"
social_posts_partition,text,"been designated a NATIONAL COACH for volleyball by the Philippine National Volleyball Federation, effective July 1, 2023. Prof. Obando was"
social_posts_partition,text,able to obtain this certification by completing a series of written and practical examinations on volleyball from June 27 to
social_posts_partition,text,"July 1, 2023 at the Lourdes College Gymnasium in Cagayan de Oro City. Furthermore, Prof. Obandoâs excellent showing in the"
social_posts_partition,text,"exams landed him in the top 10 list, making him eligible to join the International Certificate Course 2023 on July"
social_posts_partition,text,"24-28, 2023 at the Rizal Memorial Stadium, Manila. This is yet another testimonial to the USJ-R School of Educationâs unparalleled"
social_posts_partition,text,excellence when it comes to molding its faculty members to become the best versions of themselves and outcompete the rest
social_posts_partition,text,"of the field. Congratulations on this milestone, Sir Jan! Your USJ-R SED family is so proud of you! Adelante! #SEDexcellence"
social_posts_partition,text,"#TakingYouForwardSince1947 #JosenianEducatorsCONGRATULATIONS JAN HECTOR Y. OBANDO, MAT-PE, LPT NATIONAL COACH PHILIPPINE NATIONAL VOLLEYBALL FEDERATION"
social_posts_partition,text,Seven Arcores delegates from Spain made a courtesy visit to USJ-R administrators earlier today. They are in the University for
social_posts_partition,text,an orientation for their Cultural Integration Program before they will be deployed to Recollect missions in Apo Island and Talisay
social_posts_partition,text,City in Negros Occidental. #TakingYouForwardSince1947
